,ETF 1 ,ETF 2,ETF 3,ETF 4,ETF 5,ETF 6,ETF 7,ETF 8,ETF 9,ETF 10,ETF 11,ETF 12,ETF 13,ETF 14,ETF 15,ETF 16,ETF 17,ETF 18,ETF 19,ETF 20,ETF 21,ETF 22,ETF 23,ETF 24,ETF 25,ETF 26,ETF 27,ETF 28,ETF 29,ETF 30,ETF 31,ETF 32,ETF 33,ETF 34,ETF 35,ETF 36,ETF 37,ETF 38,ETF 39,ETF 40,ETF 41,ETF 42,ETF 43,ETF 44,ETF 45,ETF 46,ETF 47,ETF 48,ETF 49,ETF 50,ETF 51,ETF 52,ETF 53,ETF 54,ETF 55,ETF 56,ETF 57,ETF 58,ETF 59,ETF 60,ETF 61,ETF 62,ETF 63,ETF 64,ETF 65,ETF 66,ETF 67,ETF 68,ETF 69,ETF 70,ETF 71,ETF 72,ETF 73,ETF 74,ETF 75,ETF 76,ETF 77,ETF 78,ETF 79,ETF 80,ETF 81,ETF 82,ETF 83,ETF 84,ETF 85,ETF 86,ETF 87,ETF 88,ETF 89,ETF 90,ETF 91,ETF 92,ETF 93,ETF 94,ETF 95,ETF 96,ETF 97,ETF 98,ETF 99,ETF 100,ETF 101,ETF 102,ETF 103,ETF 104,ETF 105
Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2022,174.3456794,158.8075818,123.0509363,153.4980163,119.97663,189.112794,102.9886344,154.7068022,181.7381336,106.5962103,116.849364,214.2507177,262.8551995,136.4141839,107.7223532,176.076124,169.3438955,156.6088027,175.0777773,105.3322164,124.2566123,153.7323827,183.4517564,137.6921773,126.505749,118.6021473,131.5959483,165.5413238,188.1036851,120.5558672,148.0035747,163.1710664,177.6990262,128.4491039,108.7526596,96.47067547,128.1703487,132.6759815,104.1488575,167.5773023,150.1507277,119.8938072,101.2341985,120.8334622,111.1637244,99.9024489,129.0667831,105.6459967,147.9830888,169.1866061,136.4157669,170.501484,235.5250972,150.742743,130.8652606,136.2122169,102.6640582,184.2178243,160.1797606,129.8618801,109.5636666,190.8816481,157.9979219,98.65413932,100.5048822,143.2696347,182.2510678,150.3053258,176.8563708,104.1175377,136.7594848,102.9117716,127.1288929,210.1408224,178.3656491,110.1439864,163.8613155,102.6241607,132.3956461,174.2535249,121.2007327,122.6392206,168.905313,173.5651735,148.7085532,101.9474258,101.9233012,155.6594639,129.8612366,107.9893796,102.3775027,152.0418228,150.6415111,157.431504,124.1280518,175.9036461,130.7768246,141.3494541,158.1647507,151.0722608,182.6975381,126.6091964,100.3505315,132.8298368,160.1529088
14/03/2022,173.0783519,158.0683623,119.8111906,152.468131,120.6108862,188.7784043,102.6598587,152.7795152,180.1952809,106.2701742,115.3024759,210.1594697,252.4576784,137.95987,107.3413579,174.6877928,169.3145944,155.622926,173.5594898,104.5160595,123.800594,152.6095268,182.136369,139.3468799,129.3013989,117.4677548,133.5350248,164.5681992,188.0626037,117.1614192,148.1983124,161.9366464,176.0877723,127.0111072,108.6818277,96.12960629,128.2517125,132.6509492,103.4516239,167.197569,152.7105505,116.3335181,101.1053144,120.5777051,109.7693499,99.9112811,131.9174426,105.5941986,146.983936,169.3459037,137.9604278,169.8611336,231.0366117,153.3982737,132.5109797,136.391489,102.3352969,182.6295222,159.6425733,131.8957981,108.5449037,190.3662396,157.3613234,98.65413932,100.4630488,145.7801541,180.3768507,149.62792,174.0652651,103.439213,138.322895,102.9133618,126.5918771,206.1093593,174.7937294,109.1336314,163.3842773,102.2905118,134.0955335,172.7560721,118.0479708,122.3950739,167.273922,172.491231,150.7502497,101.6093988,101.4731462,156.7806544,131.9010181,106.9547306,101.7248237,151.4746498,149.3326775,156.7674419,120.5572164,169.7042135,131.6543555,140.4058886,156.4886814,153.4804337,182.8475287,122.6728303,100.0320748,135.020979,159.2950158
15/03/2022,176.78645,160.2745466,116.7744998,153.8309762,120.3130367,192.9680832,102.9067686,149.6207975,184.1648162,106.2885209,115.5436673,216.7973396,253.6759371,137.6461867,107.34185,178.6283473,171.9018377,157.1573457,177.3104029,104.4625845,123.1267461,154.0546976,186.6551215,138.9568732,129.1913993,117.6981618,133.4279434,166.9640905,192.4501896,114.0322255,149.4588079,165.4848135,179.957127,126.0116033,108.298518,96.18150812,129.3308035,134.0780946,103.8020032,170.0987608,152.5421891,114.0873412,101.2654486,121.2590366,109.7366182,99.91882319,131.8053104,105.5498002,149.3108062,172.0073848,137.6452963,172.5152001,238.9331358,153.3150516,132.1314119,136.3437321,102.5868003,186.6464978,161.9157626,131.7384463,108.5747093,194.9334808,159.6158829,98.65413932,100.5393983,145.4381683,184.1635721,151.4888858,176.6644492,103.7730593,137.975943,102.9138763,124.5593732,212.6168254,178.1868812,109.239127,166.1313414,102.540144,134.4540803,176.278431,115.026789,123.0247403,170.8766155,175.5564869,150.6672391,101.8475958,101.2830106,159.8078687,131.7413324,106.9960575,101.738991,153.6989544,150.1944379,158.8234872,117.0735758,161.7066828,132.522268,141.1812307,156.5035322,153.5235155,186.7856002,118.8547613,100.0458211,134.8842269,161.2746755
16/03/2022,180.7467079,164.2245706,122.536827,158.0090058,122.2575616,196.9340573,102.7615347,149.5856138,187.9477352,107.6322252,116.5925538,224.8229373,259.9576784,141.7666903,107.3554658,183.0671979,176.1361162,161.3903048,181.555733,104.5838586,123.7651062,158.3202137,191.3568142,143.2370563,134.0490225,118.5766639,138.8387796,170.7674855,196.4721747,120.1041269,150.6546679,169.2766827,184.4700452,125.3354525,108.6280449,96.91554831,131.9200104,135.5665996,103.5351259,174.7906889,157.0618843,120.0568362,101.180196,122.7603205,109.5555022,99.9087009,136.7629009,105.5645997,152.1412115,176.2823684,141.7678359,175.7600063,246.9531395,158.1458538,136.3348543,138.3429092,102.4347107,190.9449977,166.0068873,136.6862871,108.732532,199.2556918,164.3018869,98.65413932,100.5008171,150.78521,188.1837342,155.8849888,184.105239,103.5533586,142.1193838,102.9144064,127.8307689,220.4878072,181.624725,109.6895348,170.4495148,102.3879772,137.8983031,180.4273015,121.0949527,124.7928685,174.6162562,179.9137175,153.9258153,101.6972841,101.9594172,161.7674039,136.6892597,106.7259566,101.5772093,157.4422963,154.4355457,162.6790654,123.4471018,168.9476726,134.7795085,141.9964362,158.6627709,156.3981081,190.1338617,126.0508739,101.3402676,139.96892,165.2333848
17/03/2022,182.9859759,166.7731854,126.8868231,160.8104489,123.9569373,199.5559342,102.877812,152.4354965,188.2895288,108.5921778,117.5253098,227.4295997,265.2811366,142.5207288,107.4848156,185.3985854,179.0271667,163.9343537,183.9581952,105.0398473,123.7621178,161.1473299,193.629773,143.9859824,133.5602507,119.4711999,138.6825117,171.606955,199.0747627,124.5438837,151.7035913,171.3964323,186.9396964,126.8331852,109.1683465,97.62734485,133.6380705,137.411662,103.5239244,177.7348021,157.8030914,124.4915534,101.2265687,125.9054627,109.3241975,99.91068567,136.2639881,105.5941986,153.5591852,179.2157146,142.522085,177.971947,248.6942026,158.8990196,138.5061977,140.7447137,102.5316343,193.2476154,168.5375815,136.8611224,108.8160852,201.6407042,166.9645049,98.65413932,100.5323029,151.3316001,188.7665927,158.1448138,188.7360842,103.5054294,142.8732392,102.9149365,132.0133212,223.0440635,185.9392189,110.4876977,172.8780251,102.4875581,138.1156042,182.8606623,125.8120555,128.1097633,177.0591974,180.7754363,156.3544882,101.7865644,102.8177808,164.3665274,136.8646809,105.904502,101.6059875,159.5482344,157.0558915,165.2510054,127.815147,172.5241673,138.2976383,143.6404007,160.8857299,159.2678881,192.1561147,131.3467484,102.261272,140.1165501,167.842335
18/03/2022,185.1214532,168.412705,127.207248,162.1863307,124.2825681,201.6113101,103.0896951,151.3526192,191.5385692,108.707418,118.0616785,232.2859387,266.3452237,143.817514,107.5604405,187.8051292,180.7806114,165.5133963,186.3184723,105.0292609,123.5372839,162.5887341,196.4320277,145.3029618,133.7916649,119.567052,139.2938756,174.2507683,201.2078491,124.7745787,151.9218139,173.4321031,189.4510948,126.6047668,109.4338719,97.43456662,133.8080017,137.9113918,103.7187754,179.9681157,158.9941309,125.301758,101.3351675,125.8659303,109.6689724,99.91515138,136.501038,105.5941986,154.2685679,181.0017938,143.8187736,179.2557074,254.1828734,160.2403124,138.9992788,140.9004746,102.7380598,195.6468759,170.204587,137.6070867,109.135151,203.8336867,169.0036082,98.65413932,100.580123,151.5083758,192.1477665,159.7692778,191.6861434,103.7124992,144.1513493,102.9154665,133.0575737,227.8068108,189.7999175,110.7171454,174.8427042,102.6946531,138.7121945,185.065996,125.9831956,128.110325,179.6860655,183.8587148,158.1070716,102.0272026,102.6841676,165.4393028,137.6124065,106.5052183,101.8279016,161.2694812,158.2300674,166.7879271,128.0476665,173.2557529,139.1564506,143.3019609,161.2647709,160.8935149,193.7162787,131.431882,102.3620784,140.9246309,169.9590072
21/03/2022,185.0478315,168.38887,126.4320342,162.051385,124.9144672,201.2801895,102.8642361,151.2939797,191.4450472,108.0140658,116.8071013,231.5978807,264.6901451,143.8882374,107.2316115,187.4350104,180.7636475,165.309612,186.1176839,104.4664474,123.5814102,162.4464098,195.83397,145.3679629,132.9926113,119.1635382,138.5568846,174.2103418,200.5765103,123.9267521,152.4731898,173.3457327,189.1696531,125.4781082,109.7692612,97.01935197,133.9830124,138.0530379,103.1224334,179.5511904,158.70432,124.3104101,101.2422394,125.8923139,108.2440483,99.91802929,135.6854274,105.5941986,154.0191755,180.8329171,143.8910988,178.7252875,253.7568686,159.7912739,139.0800074,141.3449811,102.5138202,195.7141056,170.066594,136.954368,108.1471709,203.1016684,168.4921545,98.65413932,100.5524066,150.6442553,192.0633859,159.2518038,190.8348591,103.1158711,144.218954,102.9170412,132.8952778,227.1118617,191.1338009,109.9643837,174.5162262,102.4702561,139.4075581,184.9920239,125.1919951,128.1372164,179.254037,183.5234064,158.0955762,101.8012119,102.7091087,165.2405463,136.9550141,105.8315239,101.1158478,161.1659104,157.8404611,166.7283731,127.4040857,173.4291268,139.1564506,144.2475195,162.7444987,160.7126063,193.5379602,129.9488187,101.6953812,140.3232323,169.8302361
22/03/2022,187.139406,170.0874599,128.1650285,163.7151273,125.4906352,203.1440853,102.5745067,149.7458952,194.0920762,107.1842601,116.469992,236.0802412,267.8778718,145.1455022,107.1809215,189.7571321,182.2903936,167.1824796,188.3801799,103.8956575,123.4547281,164.164212,198.5127082,146.6171151,134.3499647,118.9025711,140.2008421,176.406988,202.5617507,125.7276542,153.0197855,175.3450009,191.522506,124.8759081,109.7934097,96.75984281,135.2120585,138.156525,102.7115426,181.4814336,159.7739099,125.8468346,101.0681249,125.9597767,107.6570581,99.9250752,137.0703175,105.6237975,155.3342253,182.3986253,145.1464586,180.1524165,257.3254306,160.9208972,139.9460682,142.2170955,102.2370963,198.0041178,171.7520807,138.498747,107.7743575,205.0442437,170.4881835,98.65413932,100.4855176,152.5715194,194.7817812,161.118106,192.6098398,102.7041556,145.4596477,102.9175712,134.3628893,231.5074661,196.5277778,109.5644616,176.4328316,102.1926686,140.8624879,187.1558689,126.9128561,128.4216827,181.1341438,186.1646361,158.4335192,101.4834125,102.4389671,165.2685761,138.5034997,105.3659401,100.7035361,162.9611363,158.9525435,168.3625183,129.239329,172.9103184,141.2387148,144.1877245,163.3703049,161.1263769,195.2253543,132.1180061,100.8889296,141.8570319,171.3052795
23/03/2022,184.8501564,168.5521863,129.1929293,162.5932816,125.2207353,199.892192,102.7335626,151.0359656,192.074831,106.9918109,117.1398741,232.7489867,264.9546554,143.7192038,107.3626018,187.2383688,180.179166,166.0325717,186.0762347,104.1113951,123.1967411,162.9966051,195.2635019,145.1531766,132.5899714,119.0190815,138.1691983,175.1401522,198.9984217,126.7792464,151.425929,173.1562393,189.1138338,126.3738778,109.8696736,96.83398829,134.6101879,137.4235676,102.8957013,178.7533924,157.8223774,127.0843727,101.1386205,128.4752373,108.3400615,99.92864777,135.2751597,105.638597,153.2931666,180.1550787,143.7206179,177.6275128,253.3864296,158.8949539,138.3131457,141.7608335,102.4105117,195.7015001,169.8867102,136.5522466,108.3748656,201.2466587,168.5151784,98.65413932,100.5186295,150.784969,192.8413978,159.676375,191.4035594,102.8798395,144.0246438,102.9181013,135.5434638,228.2407788,196.9643839,110.0138285,174.2092946,102.3665197,139.6930128,184.922876,128.1503969,131.1603067,178.557633,184.5625231,157.018065,101.6577009,102.5235078,162.3432881,136.5546341,105.8029887,100.9411543,161.5062142,157.2589737,166.9303542,130.260754,173.4882316,144.6989607,144.2885788,162.1349248,159.7646911,192.3843754,133.2542663,100.698772,139.9052059,169.3907502
24/03/2022,187.5129176,170.1743008,128.8995043,163.87826,125.4503943,202.4440152,102.5677392,153.6512901,194.7355476,107.0986422,116.6196755,237.874375,267.1840992,143.4641553,107.237025,189.9959848,181.7321289,167.4362534,188.7859767,103.7907329,123.3683433,164.3302571,198.4176302,144.8903459,132.4986509,119.0355176,137.9610024,176.7295753,201.4371067,126.3638608,152.5798071,175.6973311,191.8991688,125.5535143,109.7596879,96.93779195,135.4699106,138.2041474,102.6974428,180.581337,157.3219844,127.3733786,101.0430882,127.6393,107.7748925,99.92021253,135.1817793,105.6459967,155.5186965,181.6472455,143.4674795,179.7325827,260.3692042,158.3560676,138.1430137,142.3427329,102.2602737,198.5839741,171.4650058,136.161781,107.9644288,204.066427,170.1143634,98.65413932,100.4925391,150.1972161,195.4256019,161.0134792,194.0386551,102.6916523,143.7418949,102.9186314,135.9412625,233.2667189,199.2058581,109.6810071,175.9837923,102.2160906,139.8342585,187.5009649,127.7823167,130.363745,181.4025111,186.4400366,157.3810333,101.4867257,102.5524169,164.2289267,136.1624132,105.4177627,100.8548304,163.1337542,157.8606719,168.4331938,130.0323866,172.6555112,145.0321529,145.5550373,162.2366356,160.1866375,194.8762496,132.3088994,100.7949963,139.5648796,171.3267545
25/03/2022,188.4636946,170.6142702,127.6911809,164.0780359,125.7186105,203.2725171,102.4116774,152.7599687,196.1327554,107.0277398,115.7494315,237.690855,264.3923821,143.6106132,106.9017163,190.7830662,181.9747632,167.6457522,189.5308911,103.3210257,123.4916167,164.5192606,198.9346169,145.0910016,132.7954423,118.6420061,138.1159801,177.5574944,202.1665243,125.0492583,154.4845789,176.6148752,192.5933917,124.7340309,109.7176836,97.03418106,136.0602369,138.7924061,102.4916645,180.48913,157.1744727,125.4705506,100.9565107,127.6996298,106.6489188,99.92467825,135.4845553,105.6459967,156.8179119,181.8165277,143.61213,180.9617057,260.1222449,158.0621296,137.9950945,142.9687156,102.1174423,199.5125846,171.8771369,136.2666822,107.151373,204.9728086,169.9570192,98.65413932,100.4660792,150.1493477,196.6154807,161.0472767,192.9919169,102.4537495,143.906442,102.9191459,135.4470127,233.0869389,198.1538779,109.0983194,176.187709,102.0723102,140.3093578,188.2631992,126.4604959,130.346543,181.9914454,187.0552087,157.1514314,101.337809,102.6868398,165.0774641,136.2667335,105.099775,100.3226326,163.5874926,158.3174853,168.8680091,128.620661,169.4349585,144.9239302,147.4094803,162.7500246,160.0575081,196.1236604,130.5075457,100.7171004,139.7062937,171.7191696
28/03/2022,189.8104975,171.3194,127.6015254,164.628741,125.5472081,205.0159204,102.3520417,151.4503518,197.8044184,107.4061404,116.1644511,241.4460746,265.179867,143.8125546,106.9022905,192.2398616,183.1473248,168.5173388,191.005762,103.0798765,123.4797563,165.1236684,201.1914464,145.3086141,133.830061,118.6729181,138.8074938,178.5347441,204.015844,125.0402819,154.445091,177.8989996,194.2121508,124.6967339,109.6808424,96.81915919,135.4151448,139.2646614,102.3812946,182.1835251,157.9068187,125.9143517,100.8890304,125.5920399,106.9129552,99.93331196,136.5415723,105.6681959,156.3951325,182.9540128,143.8136075,181.4245938,263.2401062,158.768414,138.0004063,142.4749827,102.0724922,201.1429052,172.5313719,137.0009907,107.3433988,206.653455,171.6867864,98.65413932,100.4456799,150.9610218,198.2859947,162.2051247,193.4334544,102.3922963,144.0845951,102.9207361,135.362556,236.7692687,199.0477173,109.2167066,177.4312838,102.0266753,140.2362656,189.6178537,126.4432959,128.2030934,183.2921366,188.770097,157.982759,101.2786957,102.1617805,166.2954847,137.0010549,104.9554588,100.3064631,164.5590846,157.8302339,169.4897377,128.6787909,168.3316696,144.3636374,147.5884667,162.7232586,160.7563259,197.2715141,130.5981392,101.0767962,140.4273504,172.4376728
29/03/2022,192.1371208,174.0730147,128.9182454,167.1645209,126.6241135,207.7405427,102.3373174,149.3354183,197.8305716,108.5906489,117.1958813,245.5043286,269.5057437,146.2554825,107.1050505,195.0921951,186.1951623,170.760258,193.5660316,103.6113693,123.4363304,167.6761354,203.9724783,147.8478974,137.5710846,119.5901229,142.9170651,179.2314832,206.8142611,126.3434393,156.4107573,180.0087398,196.8769349,124.2211472,109.9217353,98.10187588,137.5264479,140.9076339,101.940481,185.4236285,160.910219,127.4795944,100.8708925,127.6974813,107.4301176,99.93728149,140.3578572,105.6903951,158.4749856,185.9710371,146.2571679,184.4058292,268.7287769,161.7815291,142.0462545,144.0112853,102.0719176,203.5379638,175.5573626,140.9814092,107.8354344,209.9817187,174.1495807,98.65413932,100.4473798,155.612928,198.4949018,164.4922788,198.4016343,101.8788958,146.5476995,102.9212662,136.5308052,240.7490727,201.9458196,110.0605909,180.3664161,102.0231242,141.8759013,192.1036381,127.8631567,130.4047141,186.5975994,189.6809113,160.3404252,101.2454771,103.1449306,167.2153705,140.9821257,104.178939,100.2848172,166.7587295,161.6155024,172.1987235,129.9867132,168.1136388,145.8503025,148.7476929,163.3989705,162.9996515,199.3864468,131.7811117,102.2269062,144.3947164,175.5570242
30/03/2022,190.9416138,173.393697,130.3763175,166.847064,127.3213408,206.3343312,102.2639827,151.2001564,195.5077989,108.9644628,117.6995424,242.8074638,270.4489117,145.7057617,107.2847622,193.563332,185.4641747,170.1472156,192.1995593,104.0980942,123.8801147,167.3043163,202.4605681,147.2558218,135.5817525,119.8129903,141.3803502,177.5405812,205.167813,127.8167007,155.9863663,178.8228917,195.3824793,124.7382276,110.0856652,98.59123601,137.3122791,141.2129057,101.7513874,184.2815801,160.0903043,128.9723798,100.77102,128.0335062,107.8316276,99.94164797,138.3284907,105.7051946,157.0261347,185.1070391,145.7043963,182.9922502,264.9564734,160.9287275,142.3025477,144.355135,101.9926803,202.2479936,174.7170834,139.5768984,108.1759992,208.4447107,172.9661854,98.65413932,100.4045118,154.4545295,196.1203484,163.4809406,195.9725894,101.6866684,146.0004847,102.9217806,137.8833538,238.098661,199.6871562,110.4875375,179.5264484,101.9429608,141.4314217,190.874093,129.3543976,130.6870564,185.3266927,187.6379438,159.286922,101.1831379,103.7759898,167.5924982,139.5816699,104.0565982,100.4427459,165.8019333,160.1138137,171.6121533,131.5146986,173.1822003,145.3382175,150.0229214,163.367542,161.9172146,198.5128663,133.6702277,102.5797287,143.027195,175.1666694
31/03/2022,187.9618518,170.9654586,129.6166684,164.6847628,126.3005031,203.3187525,102.7691635,151.8491009,193.1141438,108.3293996,117.834342,239.0562092,271.8712213,144.368423,107.2869768,190.3980192,182.9982486,167.9502112,189.195573,104.3240631,124.1116726,165.0984231,199.2453183,145.9035157,133.8061932,119.9438257,139.3582212,175.6520842,202.0411204,126.9809923,154.1381245,176.0271138,192.2598833,124.3195339,110.1780639,98.42070142,135.4367556,140.1380439,102.4934661,181.7535785,158.8982223,128.1852299,101.0306156,127.4113874,108.0083793,99.93817463,136.5167592,105.7051946,153.9605881,182.6129649,144.3715452,180.4343455,260.7643391,159.5971725,140.5165667,142.8445476,102.4931968,198.9075171,172.2104148,137.7877499,108.2468484,205.3192307,170.6393257,98.65413932,100.4988954,152.5822818,193.7402191,161.2376101,193.3545664,102.4840721,144.6407388,102.9223107,136.9918017,234.4168052,198.6764301,110.6194169,176.9341708,102.4448697,139.7196816,187.899771,128.5631971,130.0761543,182.4323785,185.5207986,158.0719751,101.7235276,103.7149326,165.6380593,137.7919073,104.7416083,100.8786517,163.5233774,158.3652121,169.2569034,130.7091845,171.9712094,143.9000481,149.3053812,161.7842039,160.8942107,195.8865573,132.6150567,101.9680169,141.2245532,172.7155807
01/04/2022,188.6028327,171.1912265,130.1019513,164.9173062,126.6739515,204.2406593,102.6615403,150.8522283,195.3528354,108.0398658,117.6380961,239.4221162,273.0728537,145.1775318,106.9876761,191.1675984,182.9355337,168.5211154,189.9091602,103.7238735,123.8856714,165.3575126,200.1600197,146.7103776,134.1009091,119.6599889,139.9352351,177.3182353,203.3238456,127.4343035,155.8758001,176.5985177,192.9109518,123.8356214,110.2072142,98.27241047,134.9445091,140.8444427,102.0526916,181.8132322,159.4090401,129.0785957,100.9958475,125.7389971,107.382111,99.91902167,136.8172623,105.7199941,153.7713666,182.7464141,145.1774552,181.1227768,260.2765944,160.1822375,140.1611262,142.988553,102.3890582,199.470566,172.3835221,138.2947724,107.9570996,206.2870618,171.1528185,98.65413932,100.4896566,153.142165,196.0277899,161.7197503,191.795056,101.9963162,145.4549706,102.9232929,136.8673086,234.7757332,199.0030253,110.2439569,177.279667,102.3406045,140.6679046,188.5935007,128.9218174,128.3013734,183.1361519,187.2536027,158.3850963,101.5936179,103.5277122,167.1389257,138.3001043,104.9238076,100.5720046,164.0510949,159.0294908,169.4294663,131.3486132,173.5039929,143.6674183,149.3269074,162.0610161,161.2009437,196.9628544,132.9048344,101.683926,141.7389277,172.9076675
04/04/2022,190.1297497,172.5556452,131.8367721,166.3058721,127.0271954,205.1723737,102.8952844,150.9225958,197.6507075,108.3966708,117.9036896,244.2290351,277.8884522,146.3787964,107.1567248,192.9842172,184.3039506,169.9688733,191.5974645,103.8077088,123.9188712,166.782819,202.2750811,147.9425729,134.7660952,120.0025333,141.0936172,179.3816389,204.2059452,129.1972801,154.8482833,178.0207716,194.7436066,123.7086019,110.3586664,98.80625788,135.2841869,141.2495383,102.3270497,183.6430487,160.5338818,131.2753698,101.1062738,126.4634704,107.3319222,99.92705996,137.496117,105.7273938,154.1553516,184.0852132,146.3811541,181.498245,265.2528246,161.5356271,140.8086971,143.2435014,102.6205767,201.3487962,173.8139681,139.2971618,108.0215968,207.0436599,172.8846247,98.65413932,100.5334116,154.2202475,198.502708,163.1094105,194.1664067,102.3250592,146.6710036,102.9262083,138.0333244,239.4893491,201.7361111,110.3701112,178.8766621,102.5721036,141.3227712,190.2434004,130.8017785,128.9842434,184.6840235,189.8992327,160.2795914,101.8741009,103.8592349,165.8903272,139.2990145,105.292634,100.6764679,165.3481949,159.6808638,170.7375,133.2627471,173.3384995,144.2792018,149.0426817,163.2822362,163.3424503,197.1454303,135.0273095,102.0184201,142.7428127,174.3068746
05/04/2022,187.764627,170.7779376,131.3845243,164.7802465,127.9481887,203.1328767,102.4252944,151.9976544,196.2269495,107.8026966,116.4178068,238.8025949,278.9132406,146.6522878,106.8699735,190.3424241,182.6425219,168.4107508,189.0011372,102.9900903,123.929891,165.1786879,199.6150189,148.2294257,133.8860985,119.4858265,139.9055619,178.4749294,202.2331935,128.6607123,154.343046,175.7720854,192.0262867,122.7111965,110.4022305,98.13153407,133.7379051,141.2174847,101.3099079,181.5317283,161.071283,130.5417395,100.8814006,125.636213,106.0139219,99.92527367,136.607772,105.749593,151.7928539,182.4363337,146.6549569,179.5852802,259.369019,162.0682893,140.327671,142.635152,102.1422159,198.6007815,172.0508603,138.312256,107.0780807,205.0043015,171.2201061,98.65413932,100.4481929,152.2533072,196.9433386,161.6751182,189.4290037,101.3244982,146.9333435,102.9271749,139.094369,234.1348129,197.8685369,109.3903039,177.1211825,102.0938433,140.4861619,187.77434,130.3296382,128.0322662,182.228493,188.7465235,160.6330989,101.3907319,103.4307819,166.1910101,138.3146742,104.8905165,99.89267946,163.7058591,157.4710656,169.0617388,132.7935559,173.4212462,143.879544,149.4345384,162.1908744,163.8202348,195.9371546,134.8610867,101.4548204,141.8119658,172.8634495
06/04/2022,185.9405218,168.7015897,129.8927817,162.7757929,127.5109273,201.5239764,102.2728829,150.9108679,194.6588908,106.8263084,115.6589893,233.618299,273.8784764,144.5414344,106.8528308,188.08156,180.1329009,166.5451381,186.9896491,102.5405745,123.9524445,163.1702283,196.595443,145.9755822,131.3550704,118.6629157,136.6365151,176.6120083,200.6385785,127.0952178,155.2828581,174.0137007,189.7967991,122.1663971,110.1339083,97.4790539,132.6397246,141.455902,100.9181301,178.6663939,158.687119,129.3165521,100.8475463,123.495966,105.6516901,99.93093025,134.0254154,105.7421933,151.2354818,179.8986719,144.5420261,178.690101,252.8554671,159.5282557,138.0676141,142.1480317,102.0035986,196.2771545,169.7505652,135.3517105,106.7580377,203.2406981,168.8804175,98.65413932,100.4499667,148.892562,195.177664,159.6726557,184.1429169,100.880759,144.7653184,102.9281415,137.1067819,229.0516844,192.6773927,108.8804021,174.3952497,101.954974,139.1872938,185.7832038,128.6130772,125.9039825,180.5267861,186.4135715,159.4473482,101.1646541,102.8041765,168.7646519,135.3546597,104.5874524,99.53851953,161.8662458,154.9505565,166.9802216,131.3444611,172.8604077,142.0042218,150.1899489,161.1295595,163.0675503,195.9983953,132.9050366,100.5131965,138.6961927,170.6031797
07/04/2022,186.7478831,168.8322575,128.0293939,162.5777787,127.0607014,202.4117905,102.0656345,151.0867866,195.6472111,106.6422681,115.265542,234.1494588,271.1275695,144.3171239,106.9287018,188.7502445,180.353945,166.4986767,187.7401201,102.3394742,124.1073301,163.0212675,197.4345914,145.7466652,130.6722427,118.381793,135.8263088,176.878081,201.5312887,125.2765872,155.6931166,174.7741502,190.5590371,121.9875614,109.9204983,96.98969378,132.2821302,142.147953,100.7763882,179.1404501,159.1963731,127.1074273,100.7263377,121.4061657,105.3527397,99.91505214,133.3289453,105.7421933,151.7596016,180.1889858,144.3198843,179.2211766,253.4234735,160.1694882,137.7523568,141.8453264,101.8020256,197.1889575,169.85406,134.728131,106.5581941,204.2277322,169.0533093,98.65413932,100.3924644,148.041533,196.010319,159.6203423,183.0378957,100.7113267,144.5136081,102.9291237,135.48556,229.5719088,193.5987349,108.5906597,174.6630884,101.7663899,138.5245254,186.4505609,126.624756,123.8268663,181.450719,186.7962153,160.042665,100.972841,102.3534547,171.8937927,134.7304866,104.4426441,99.41245362,162.1029789,154.2178532,167.0308066,129.4510879,170.6525165,139.8645921,149.7418848,161.2834208,163.7606277,197.5123832,130.6315051,100.3230389,138.1056721,171.0391789
08/04/2022,186.255046,168.7432918,128.2939926,162.5562861,129.0417629,202.0731975,101.9369297,151.7904613,195.8130208,105.9922982,114.113461,230.8571456,268.4129383,146.3114826,106.7032214,188.0269945,180.0475676,166.583003,187.1286091,101.8909607,124.1355335,162.9747229,196.2609722,147.716482,132.579594,117.9401294,137.9469721,177.402801,201.2299157,125.4846166,156.3754261,174.283875,189.9150046,122.1301494,109.8307349,96.73018462,132.8479827,142.6553146,100.6877947,178.5106267,160.7434213,127.6072181,100.629846,121.1347675,104.8159382,99.91009024,135.2753491,105.749593,152.6415796,179.9833637,146.3139949,179.5667035,249.7869976,161.656746,139.1696522,142.8291185,101.6776467,196.5292659,169.6168844,136.6046972,105.9943321,203.4142932,168.6912986,98.65413932,100.3444965,150.024135,196.0828046,159.5462788,180.5435032,100.6246542,146.4609615,102.9300903,135.7902991,226.3404508,191.1166117,107.9331843,174.1802391,101.6427826,141.0718872,185.8935188,126.8285761,123.5592862,180.6170607,186.8926464,161.954454,100.854876,102.0515698,172.8875752,136.608834,104.4129609,99.20795367,162.1473663,154.0335208,166.9525972,129.8164757,171.2645792,140.1029239,150.0253132,161.4082712,165.9973432,197.7722468,130.8209829,99.68841642,140.0777001,170.7405092
